date,state,close
2014-10-13 00:00:00+00:00,2,-0.8358499040565602
2014-10-14 00:00:00+00:00,2,-0.8355169403061036
2014-10-15 00:00:00+00:00,2,-0.8357110944930756
2014-10-16 00:00:00+00:00,2,-0.8361001365841528
2014-10-17 00:00:00+00:00,2,-0.8360618598732609
2014-10-18 00:00:00+00:00,2,-0.8358171686106923
2014-10-19 00:00:00+00:00,2,-0.8358775452703592
2014-10-20 00:00:00+00:00,2,-0.8360909335361383
2014-10-21 00:00:00+00:00,2,-0.8359753385883845
2014-10-22 00:00:00+00:00,2,-0.8360809666448568
2014-10-23 00:00:00+00:00,0,-0.8368688262715706
2014-10-24 00:00:00+00:00,2,-0.8368711187731827
2014-10-25 00:00:00+00:00,2,-0.8372237626635909
2014-10-26 00:00:00+00:00,2,-0.8369870635728146
2014-10-27 00:00:00+00:00,2,-0.8370416764227904
2014-10-28 00:00:00+00:00,2,-0.8368942692494025
2014-10-29 00:00:00+00:00,0,-0.8375957038005064
2014-10-30 00:00:00+00:00,2,-0.8372863686571695
2014-10-31 00:00:00+00:00,2,-0.837508768524241
2014-11-01 00:00:00+00:00,2,-0.8379091156900335
2014-11-02 00:00:00+00:00,2,-0.837904561784754
2014-11-03 00:00:00+00:00,2,-0.8378516369700899
2014-11-04 00:00:00+00:00,2,-0.8377580778315998
2014-11-05 00:00:00+00:00,2,-0.837471670619816
2014-11-06 00:00:00+00:00,2,-0.8371594686347006
2014-11-07 00:00:00+00:00,2,-0.8373783981655039
2014-11-08 00:00:00+00:00,2,-0.8372805407079676
2014-11-09 00:00:00+00:00,2,-0.8367144764820248
2014-11-10 00:00:00+00:00,2,-0.8365979262442816
2014-11-11 00:00:00+00:00,2,-0.836573374416928
2014-11-12 00:00:00+00:00,1,-0.834794361096214
2014-11-13 00:00:00+00:00,1,-0.8348843536891694
2014-11-14 00:00:00+00:00,1,-0.8356141291578284
2014-11-15 00:00:00+00:00,1,-0.8363046726256063
2014-11-16 00:00:00+00:00,2,-0.8359305342245343
2014-11-17 00:00:00+00:00,2,-0.8359456283894511
2014-11-18 00:00:00+00:00,2,-0.8363344469640507
2014-11-19 00:00:00+00:00,2,-0.8361638572446874
2014-11-20 00:00:00+00:00,0,-0.8368872002978441
2014-11-21 00:00:00+00:00,2,-0.8371098557511487
2014-11-22 00:00:00+00:00,2,-0.8370438736869468
2014-11-23 00:00:00+00:00,2,-0.8365772597163961
2014-11-24 00:00:00+00:00,2,-0.8362802160357083
2014-11-25 00:00:00+00:00,2,-0.8363296705141043
2014-11-26 00:00:00+00:00,2,-0.8365518799062645
2014-11-27 00:00:00+00:00,2,-0.8365104817391715
2014-11-28 00:00:00+00:00,2,-0.8362946736645692
2014-11-29 00:00:00+00:00,2,-0.8363251166088249
2014-11-30 00:00:00+00:00,2,-0.8362437225975837
2014-12-01 00:00:00+00:00,2,-0.8362055731939029
2014-12-02 00:00:00+00:00,2,-0.836139655269212
2014-12-03 00:00:00+00:00,2,-0.8363404333184086
2014-12-04 00:00:00+00:00,2,-0.8365125837658722
2014-12-05 00:00:00+00:00,2,-0.8362817126242978
2014-12-06 00:00:00+00:00,2,-0.8363475984792333
2014-12-07 00:00:00+00:00,2,-0.8363377268254074
2014-12-08 00:00:00+00:00,2,-0.8367576258521295
2014-12-09 00:00:00+00:00,2,-0.8370661971521992
2014-12-10 00:00:00+00:00,2,-0.8372526137818015
2014-12-11 00:00:00+00:00,2,-0.837120745862664
2014-12-12 00:00:00+00:00,2,-0.8370559115069843
2014-12-13 00:00:00+00:00,2,-0.8372204186627231
2014-12-14 00:00:00+00:00,2,-0.837084889932406
2014-12-15 00:00:00+00:00,2,-0.837285094613247
2014-12-16 00:00:00+00:00,0,-0.8378673035315515
2014-12-17 00:00:00+00:00,2,-0.8380993214098372
2014-12-18 00:00:00+00:00,2,-0.8383661767606916
2014-12-19 00:00:00+00:00,2,-0.838160876875971
